,tg_th,tg_ph,tg_vz,tg_p,gem1_r,gem1_rp,gem1_ph,gem1_php
34,0.015978578510633307,1.3876748393998033,-5099.770481552658,6599.499872200928,688.2217396522208,0.040664551172867755,1.412293185040032,0.0013614321757380822
114,0.01573863001258209,1.3307565373042118,-5100.387609882051,6599.5163083239395,689.2123437806223,0.04139958352574745,1.320038292014483,-0.0016959577319151892
135,0.016904422356894874,1.3555536754891533,-5100.396943921558,6599.443974848516,683.8536261826475,0.03957659002097222,1.3801216769212985,0.0008271278364800591
141,0.016180060418224226,1.382856213798258,-5099.69327502851,6599.481581933405,686.1877708945325,0.053646858162400966,1.4124513731760264,-0.0029295644859841548
205,0.017001791325646567,1.3580441329322848,-5100.449811267709,6599.434654841771,683.8275247236372,0.0395169934040525,1.3935637957018956,0.00034416428391165655
214,0.016741030122438456,1.3417860168509963,-5099.949088077278,6599.4511012025405,684.0529551353075,0.03940785234052871,1.3329800345278986,-6.448727884328662e-05
218,0.01634273992608104,1.3762448526413098,-5099.854652784569,6599.487124131966,686.9878161743418,0.04096482269395599,1.4103722653228445,0.0003793907414385022
249,0.01690165099759965,1.3554251358745872,-5100.03187041969,6599.447739414771,684.5782478606972,0.039979195206604985,1.3674924067000682,0.0008586149018645303
254,0.016833777428289683,1.351686750095471,-5099.689744049909,6599.450268073147,684.5219680629724,0.03916830142767005,1.389612016184313,-0.0002036748444550801
255,0.016089952224235957,1.359723006136767,-5099.810826515409,6599.499912073159,687.7805024804859,0.03999392668013067,1.3830803888189043,0.00045911701120219254
256,0.0163044969158947,1.3911680058922353,-5100.1524227384525,6599.4845736134175,686.9172548823675,0.036497790515992105,1.4118431001196123,-0.0007761957751166062
322,0.016222040528348795,1.295702060528061,-5100.18212889933,6599.488501716506,687.7621363389321,0.040487742315462476,1.270684402325253,-0.00098690486881942
325,0.016147297069101046,1.3421782121455672,-5099.906886451897,6599.491659068279,687.2905468349184,0.039848393136517786,1.3467930334352245,-1.1962315767399123e-05
337,0.016227924440180314,1.3094436577750992,-5100.339809115807,6599.487806966268,688.4506195271045,0.04109973744702184,1.2927960923831403,-0.00044883602269039284
348,0.016768538971080958,1.383655380174613,-5099.683275469881,6599.438795915235,683.1501341317203,0.03915372391877766,1.4171965495608714,-0.00020949541507756477
402,0.01693074718066236,1.3490781483534595,-5099.950263451591,6599.440750019383,683.5091251105786,0.03971994657250364,1.3492719185038258,0.0009217535524498469
420,0.017040924303504856,1.369407763175121,-5100.2292226656045,6599.430718694943,682.6551738292094,0.03941665055843938,1.3875320978988999,-0.000257599228024711
472,0.016267802498449672,1.353491439129488,-5099.934461628541,6599.477017352162,687.5775373899501,0.039675334409588064,1.3551638739956509,1.1546349104008386e-05
