,tg_th,tg_ph,tg_vz,tg_p,gem1_r,gem1_rp,gem1_ph,gem1_php
12,0.013635005218503521,-2.2691108486075775,-5099.941541445868,6599.640286035098,711.1080738023112,0.044966581617137714,-2.282863090090308,-0.000458900080887562
15,0.01466430998413304,-2.270440612124899,-5099.5846625413105,6599.586423039548,700.028814919965,0.04310914235064413,-2.2837914769342293,-0.0009588499936973405
71,0.013670125054524489,-2.3034298447786643,-5100.375121611691,6599.633548217456,711.9328967481456,0.0450812403048952,-2.3740369459738604,-0.0017507897552629995
80,0.013851729210672094,-2.311127958943946,-5100.328372118186,6599.6279866603945,711.770860662537,0.045337537871080344,-2.359009354457656,-0.0015067864879775772
102,0.014132362574008534,-2.342437928814685,-5100.365021110485,6599.614037809953,709.3030718046543,0.04469206869647754,-2.409157050993702,-0.0013996526715997868
116,0.014526638037813882,-2.3219266477443625,-5099.7803567364135,6599.588287048096,702.5334229989271,0.04325903050440006,-2.353813072967461,-0.0015691343648462593
183,0.01433097209993208,-2.2953272176719097,-5100.302218222966,6599.600430804609,705.472324771623,0.0438542526177374,-2.2853103583600656,-0.0003197623085385957
213,0.014000783695611082,-2.2376606954816842,-5099.881039712426,6599.618575700333,704.7726054758738,0.043171095754662665,-2.2361129888280127,1.0140260510936366e-05
219,0.014274670724274383,-2.259418836617683,-5100.11151883065,6599.603667201474,703.6719127546613,0.04351782174962357,-2.2748442913563958,-0.0005924974432430285
246,0.013782962332331219,-2.2947153529502184,-5100.4397198799115,6599.630466359188,709.1106124608123,0.044952870441268916,-2.3368923978748057,-0.0011312783908322462
283,0.013775549590817969,-2.2178485355537725,-5099.647049565272,6599.630143147604,709.0149837114969,0.045080921486055796,-2.216319303288344,-0.00012937178810739394
297,0.014174460804160205,-2.2528471458223915,-5100.163328176092,6599.609439107527,704.6258635925153,0.044049065968042096,-2.2276398774550734,0.0005566953985749329
307,0.014012524635573897,-2.279802481830333,-5100.119057551147,6599.611187467677,704.8516729668983,0.04381087124226567,-2.3211651289045165,-0.0007603916336947374
340,0.014188149199672605,-2.254322227539602,-5099.991209156226,6599.614737699542,705.4796985571229,0.044286057582487715,-2.250156011282095,-0.0003657242128025673
388,0.012831722093982693,-2.3832058511214465,-5099.579404752269,6599.681490817517,709.7060274087078,0.0444574029778979,-2.4014839101835452,-0.0017017583138017802
403,0.013801142195323085,-2.296135958143769,-5100.3118173578205,6599.632529365268,710.8309950687152,0.04514514158460175,-2.3256892507606386,-0.001117210115944689
429,0.013322453696480909,-2.2539402041563656,-5100.1211236053605,6599.652295769118,712.7459096704788,0.045382834183832786,-2.306095500257929,-0.0005601972358895307
436,0.01462130339682579,-2.2517912954074286,-5099.596559989603,6599.5827471796765,700.773384435675,0.04303034485032815,-2.2620807623173294,2.6894153456015534e-05
442,0.013684587126990009,-2.2170163952551087,-5100.232427829454,6599.632952835921,708.467432584799,0.04474047876301984,-2.2046816246208443,0.00037485402553492556
454,0.013756866581400753,-2.2993638354584798,-5099.564958473985,6599.633386331716,710.6696816058152,0.0446034667896808,-2.3829473738607554,-0.0019716556660046842
468,0.013213231314660276,-2.3320994381481377,-5099.800894872678,6599.6578756494055,713.9763594561921,0.045610157004740526,-2.3583770463547555,-0.0012032649509578063
477,0.013364180972939553,-2.301940637075677,-5099.520335713475,6599.651346206296,712.6180372570708,0.045086414536666064,-2.332060584363933,-0.0009885903925252353
480,0.014327780108615198,-2.289152513201168,-5100.142882170135,6599.594037373012,703.5263164245607,0.043697022065988786,-2.3175068243935795,-0.001132275658624729
507,0.014259942898270374,-2.2979973300627594,-5099.941838095746,6599.602695735274,705.3437575587627,0.04402173836383761,-2.3381012045399046,-0.0012949070228418182
535,0.013893985560839145,-2.300784450131004,-5099.916566555136,6599.400386465804,707.7563687828614,0.04438490215525241,-2.362092085526727,-0.0012849187269408876
538,0.013484985398026556,-2.307958601398445,-5100.311686498941,6599.648579714206,711.3438612934194,0.044819732293554015,-2.3290639378017075,-0.0009018927375268584
557,0.014078994643460716,-2.238229803199425,-5099.655032783481,6599.61065215994,704.5061296808324,0.04353105568707956,-2.2102490599735396,0.00020645748394134528
