,tg_th,tg_ph,tg_vz,tg_p,gem1_r,gem1_rp,gem1_ph,gem1_php
8,0.008283051290563292,0.47800942883088166,-5100.31949262512,6599.864796855498,776.9867140703,0.05701976364647165,0.44154498055867153,0.00043291633040249214
22,0.008508288300572035,0.4617734171600325,-5100.3190363021895,6599.858738025601,774.7350525552658,0.056574358247962094,0.45619153259895645,1.0063270667326277e-05
27,0.00826383530076597,0.4603957440529421,-5100.134438600482,6599.868379448576,777.844470230842,0.05719715509768883,0.4668018942020065,0.0004186765417670994
29,0.007538096623370122,0.48276177558737116,-5099.522761345773,6599.8858544573295,786.6686577497925,0.05889005217239825,0.4620545363925007,0.00017033689753063162
50,0.008327926999353608,0.6677724885588594,-5100.202927701724,6599.8682198004135,789.6718409106024,0.0590294147674416,0.4619926107981137,-8.828138685730408e-05
56,0.007691475142023431,0.38170914248661725,-5100.121114306675,6599.887464228344,789.5810674922963,0.05939430458847878,0.4228594379000086,-4.5647257574749925e-05
68,0.007526958796340941,0.44024127076594965,-5100.394976754005,6599.889662356498,790.716589006012,0.05960664516341851,0.447513104581112,0.00013100540473050213
118,0.007759341005026585,0.49527038231710674,-5100.115359502065,6599.883529456409,789.6622842018803,0.059344271977369016,0.47997207896839544,-9.700045899317504e-05
133,0.008026453848240354,0.5526693361688072,-5099.6855840585295,6599.877635591722,784.4088497565396,0.05823510128071169,0.5129071971614262,0.000540327434259687
142,0.008389402408357581,0.3670933828789797,-5100.348184114577,6599.862755541069,779.369740065678,0.057240032904550195,0.429301254630202,-0.00028393901334265416
160,0.00732608952056801,0.4794290469729025,-5099.8863358645485,6599.894026633566,792.4360282770946,0.05992812168544467,0.4498280336784218,1.4319743285247124e-05
172,0.007455063747107994,0.38475659574275606,-5099.669166091907,6599.8910922605955,788.8229644359636,0.05940121876108838,0.4108872209919896,-4.932782261146759e-05
177,0.007696985367827175,0.4378404127370104,-5099.689558903417,6599.886101052621,785.7433922673254,0.058852964420151116,0.43750024613019706,3.5770841692602516e-05
193,0.007607212524075188,0.48907809847203687,-5099.590940346085,6599.884515345092,787.7324696402472,0.059045647213614404,0.4824562653623127,2.5538855516059554e-05
203,0.007788334421370956,0.4106199663373655,-5100.046361685055,6599.881009587028,787.1406031729362,0.05913089852146138,0.4437175063662613,4.728586799128069e-06
208,0.00798997409891612,0.4036249245861256,-5099.853907348601,6599.876549011606,781.4528153331871,0.05787864189925308,0.43902952234435566,-0.0002680380688704478
233,0.007257987320707792,0.39287654605975375,-5100.0410183261565,6599.896537509324,792.7697287620243,0.06020664618133966,0.41865786179266085,-0.00015747519965091027
239,0.0075830367722811,0.46873888760126525,-5100.136520026247,6599.884865977135,787.8667760712194,0.059343240779481374,0.4700360500132709,-9.563622120285866e-05
274,0.007090455622296417,0.5023295062976391,-5099.50581342545,6599.899735558257,791.5055917100755,0.059760240650651476,0.4762092125480288,0.00023162166118576076
282,0.008174097628599858,0.4756266598568493,-5100.255371618886,6599.867698809637,777.8426486201998,0.05742025560821086,0.48242013787142946,0.00025653781255967356
347,0.008198760303002211,0.5010841318303522,-5099.51832787404,6599.87372137518,782.3227649776765,0.057918946430785205,0.45653076273904963,0.0002731542913387869
354,0.007763443015307021,0.45496027509581066,-5099.701768721346,6599.881365610403,786.410912186038,0.05847760126461771,0.460925381355742,-8.964104415562012e-05
371,0.00792393702419888,0.41111997589481963,-5099.5530127817865,6599.884513663107,786.8627737288745,0.05966767626192003,0.4321635416522627,-0.0006212394175290513
428,0.007287547884690278,0.4131163745505946,-5100.195431015471,6599.897453223833,791.8009819542605,0.060174826522304256,0.4348910139769736,-0.0004616609611815163
432,0.007921595074462204,0.5345660752975132,-5099.887551257789,6599.8782413695435,787.4589315327687,0.05897804754942949,0.5131883481141815,0.00047435102041495084
446,0.00794428002239037,0.5456387427571109,-5099.911408289385,6599.878405735886,785.3358022217701,0.05830061560979879,0.5122904285655756,0.0008085147083351849
448,0.007819086221107028,0.46198841684608677,-5099.749957319583,6599.884508837723,789.6630028893903,0.05981535978946137,0.4615739392967851,9.08229893370968e-05
460,0.008590363338660558,0.4411707583431433,-5099.778933871979,6599.858896348719,775.5879982920375,0.05676394568127958,0.4410971517291749,0.0001007172247825943
492,0.007903781686649477,0.5274418691551743,-5100.033141619442,6599.878467748256,781.5845084257738,0.05800537128319522,0.48082306299046057,-0.0005527660474354179
510,0.00829463024572439,0.42386995313993425,-5100.082567775652,6599.863288399352,775.5756019231254,0.05691561911272156,0.42693461936645793,7.573849571487529e-05
517,0.007658311945030894,0.47914160927790106,-5099.823593727931,6599.891839222222,787.3512649138668,0.05898132994271947,0.47305112044921416,8.913131629347277e-05
550,0.008404632435400737,0.5222589283225799,-5100.3144864028345,6599.862068027462,779.9066715656953,0.057563498367930774,0.4804476082110539,0.00017618154159545652
564,0.007702749709038579,0.4807197004478482,-5099.984432581232,6599.8833265002695,784.968921266232,0.05840724743362267,0.4612727205543991,0.0003028787357904331
572,0.007883210036176041,0.39043009288457714,-5100.433825959509,6599.878500650824,787.5844554874478,0.058208811008543825,0.3926712860154157,-0.0004067370394734386
573,0.007476305300114541,0.4747205076512923,-5099.671582872492,6599.895256089944,789.7545346695645,0.059817797235856084,0.45197336571156227,2.213687445087227e-05
579,0.007450353703753407,0.42176464031659777,-5099.789311710929,6599.892026209493,787.096790871018,0.05932706901300129,0.43576470201564255,-0.0002741258429574765
590,0.007956795372011745,0.31100625579174174,-5099.967014837442,6599.878110150082,788.6236791167231,0.05918145736265473,0.40109682473558966,1.0234525022665651e-05
665,0.007572121676032769,0.5105219414921536,-5100.078944722935,6599.8890805001865,789.8101768720575,0.05988396901306436,0.4837958150578617,-0.00016996257040539694
694,0.007321432926353463,0.4869151134912973,-5100.372130315003,6599.896646059846,792.218854100769,0.06017476122432487,0.47259954723759917,0.0001985795871954388
696,0.007995748426928267,0.34875468110665997,-5100.054839972089,6599.874601175599,782.6927940880855,0.057759614004523264,0.4129497754837933,-0.00031477899855528147
752,0.008705163111157618,0.4935738114783557,-5100.334278403652,6599.853146749483,776.5084340856693,0.05656234372462803,0.46828097798109714,-7.739411013012741e-05
799,0.00806628819829557,0.39759235300361,-5099.629269971149,6599.871992133334,780.0539872932994,0.05768024792021855,0.4640206167559079,0.00020097815578289433
820,0.007309072249212882,0.37478958984388006,-5100.117616000357,6599.895120256179,789.1930635072117,0.0595346848892282,0.426713409845346,-0.0001699526411148188
847,0.008651846109909192,0.4298529703627363,-5099.799988554423,6599.8588298702825,776.0541066578464,0.05715608502473893,0.43883595378601037,-0.0006103900102644563
851,0.007895081254734116,0.3707390492629457,-5099.634828637421,6599.7410401184725,782.6303947095528,0.05782051217754788,0.3985566996540257,-0.00048491542748144433
852,0.008433946317605932,0.3572298386567323,-5100.100961107743,6599.861397517565,778.4005664039041,0.057803893065406356,0.40038133035875084,-0.0008214007383713039
877,0.007796837263986511,0.4799871582169406,-5099.799156450197,6599.885340408114,786.0166951736073,0.05863406447954279,0.46332279770103424,-0.0002716149976530145
895,0.008399823813874186,0.3617787969928824,-5100.387929132002,6599.864507527156,775.6526217982928,0.05675656325043839,0.4172897707081991,5.86284324672037e-05
907,0.007770004492528518,0.5085264864573127,-5100.215741011792,6599.880205041639,784.0767651804143,0.058424424169059366,0.46019943327643253,-2.53141611634119e-05
919,0.008335954450347623,0.5046898481049568,-5100.440049952024,6599.864205617205,776.2455413257301,0.05698494835672848,0.453684504365994,0.00021990288102727363
927,0.008214997616389613,0.3649436221278188,-5099.717906852048,6599.866166591347,785.6904480182158,0.058918208650591185,0.4230571571458301,0.0004342560981201417
941,0.007954075589729367,0.31802652322019304,-5099.966630477978,6599.878863266043,787.8599303360699,0.059124708471910474,0.4028086283787862,-0.0002758852889876112
954,0.007767842989212063,0.5476852923019354,-5099.710969851249,6599.250131124671,788.477389246623,0.05886332527903084,0.4915656787397772,0.00018694089887616528
965,0.007882542809839663,0.46939122534843464,-5099.865582291391,6599.879353783879,784.8351048527334,0.058764966930127116,0.44249139742754084,0.00017017656859169303
970,0.007611889259607535,0.3820035266300092,-5099.598018575326,6595.202127169285,785.7042429962233,0.05881266742297744,0.4043825273501029,-0.00022588820988841564
978,0.00775691496012369,0.45307505508030715,-5100.3952932327775,6599.88336063905,789.0042960224057,0.05893748336079895,0.459647896356962,8.572077707185143e-05
1026,0.008428376427478703,0.46372170398914686,-5100.461293963052,6599.862334232191,777.3781540539277,0.057062642811411685,0.4519747524230373,-3.638337651885834e-05
1027,0.007786518887046114,0.658002995522789,-5099.894758309363,6599.877520552237,780.8827286368698,0.05774725039753913,0.4652171388556735,8.846231271343348e-05
1061,0.00791537174751412,0.443875221788182,-5099.829929449495,6597.7578685243025,790.149771497105,0.05953008477732417,0.4270853181463879,2.8908248177509178e-05
1073,0.007526100030467764,0.4529383028762074,-5099.628309452147,6599.891108462261,786.9877342775425,0.058773000226122044,0.44406054072272977,0.00025196037772383606
1094,0.007215721999447721,0.5038703052264862,-5100.456924841329,6599.897120994573,790.6524050891359,0.06007598034138572,0.45903239639454635,0.0002390838424426357
1116,0.007467118501861075,0.4309503741339874,-5100.402338660495,6599.891280743617,792.3074089668021,0.06021479989269539,0.4542531584596847,-0.0005270423060626423
1126,0.00742119951225862,0.5556641768404184,-5099.654962167561,6599.893140452569,788.4165500200539,0.059154551264876884,0.4770350164973852,0.00011169750256720839
1130,0.008329863314750819,0.4195084329578868,-5099.805631666164,6599.870004807423,777.3780761276796,0.056706252856659214,0.4293565780775233,-5.173552941885546e-05
1142,0.008032693808180762,0.4074145808480908,-5099.596319776799,6599.871042719489,778.6463457680076,0.05717364464310609,0.404311506514723,-0.0006966076848276759
1165,0.00837594165939256,0.46657283744703937,-5099.735177622103,6599.8619418051185,777.5075354110943,0.0569198123023308,0.4797086000992469,0.00018730802427439455
1248,0.007715448317199202,0.4071728863011356,-5099.849730474504,6599.885728097344,787.277346751796,0.05886809140190123,0.4330486663148264,-0.00014427095478221233
1277,0.007292143330125416,0.500366419383162,-5099.933205320915,6599.896297360202,791.9562119444246,0.05984141987047937,0.47602386582278106,-8.070418895864393e-05
1292,0.0081957975555562,0.4867887438142512,-5099.7765961619025,6599.86985820008,776.3521622651313,0.05662761317479569,0.4583999037029422,-3.279750352462728e-05
1387,0.008405036328086441,0.43112368498900844,-5100.019646231333,6599.863115192272,778.5960030508178,0.0572902205606339,0.45709435672887305,8.135861710630768e-05
1403,0.007454834707346698,0.41291337166510134,-5099.884084824982,6599.889368494326,788.9205610266331,0.05917653111273669,0.4177287672833737,-0.0001028500211655105
1408,0.008169640346339433,0.5420798840205757,-5100.061754923365,6599.865960377754,780.0712118218811,0.05733935155221435,0.5072937667117011,0.0006841044079441889
1419,0.007406727675692417,0.4055147708499227,-5099.7186972919,6599.892359549398,787.8408331940536,0.05937733220550394,0.43624210631654614,-0.00020367642764196258
1440,0.007246748742786498,0.42147475401828016,-5099.586597045604,6599.895863330826,792.7013201354623,0.0600849570029595,0.4378462432066594,0.00033806159546310505
1452,0.00823147186150653,0.4436564460751331,-5100.050553164028,6599.8701836053215,779.8275761206029,0.05766026428333514,0.45662671716140285,-0.00013142244237879342
1455,0.007462172886443344,0.387271710060027,-5100.287821574147,6599.802800123096,791.3146821249986,0.05972086447173896,0.4175288996507498,-7.9292258817169e-05
1471,0.008060302928109874,0.4673527871283893,-5099.631330298314,6599.8798295944225,788.7047991964681,0.05969565499397231,0.4342750444392078,0.00013137897479951766
1477,0.00819930285852374,0.5009037726865972,-5099.786828281939,6599.865427323386,775.9234039365649,0.056596194775919643,0.47484060439366016,0.0004775122404836909
1485,0.008765647358045013,0.4315181294916883,-5099.939108380289,6599.852300719249,773.8162903212618,0.05640421736300854,0.4298699077899502,0.0004982791071605694
1496,0.00735879748894636,0.3751024040322763,-5100.112521178919,6599.895118048046,790.4554631040817,0.06032109787892338,0.419136774446662,0.0006431092451527882
1526,0.007548898768970587,0.45903701431337024,-5100.134461885704,6599.890899129575,787.612893776654,0.058673383178445386,0.4541186160375307,0.00044897025951740884
1574,0.008177735099542092,0.4374497631173796,-5100.07506276435,6599.870164158319,780.3406318604174,0.05734743509870235,0.45791975101961996,2.6406395049530314e-05
1587,0.006879537518213961,0.6142457651885348,-5100.34685146022,6599.908484479967,790.195028770042,0.05974724289458553,0.42954037919681387,-7.14361005864926e-07
1600,0.007354400091445372,0.4833365632879096,-5100.166390379952,6599.89387795216,784.9354130308093,0.05881529685851301,0.4764820861555177,0.00025407430181379495
1606,0.00823512826514868,0.48992376645627633,-5100.0267361999295,6599.869567363296,778.5129944092487,0.05718615798694593,0.45227736323556605,-5.5923347349683616e-05
1609,0.007551048867995351,0.45443370421272894,-5100.1136814409065,6599.8893657452645,778.0685109125723,0.057307660999634705,0.45440057740944345,0.000527211458516821
1671,0.007102585905372447,0.42949554845672167,-5100.103441249351,6599.904161204058,792.9077283101759,0.06015820420523198,0.44874730922747114,-8.618443917716854e-05
1683,0.0072801908744931036,0.46332388675990294,-5100.290153859135,6599.895076316479,788.6110936456314,0.05928115448217384,0.46516837968933616,0.0003585027508446938
1730,0.008020545473184955,0.4718603883506655,-5100.192610789131,6599.874033946303,780.2494177539457,0.0575127841858481,0.44146700508823955,-0.00024681254076968116
1766,0.007705118534000935,0.5673623144231472,-5099.747608474547,6599.88899165422,786.5243165026127,0.058656017711554265,0.5089630841290469,0.0004116431943347303
1771,0.008036042104135546,0.39860635000566824,-5099.647860676125,6599.872492218095,784.2474340067857,0.057647422548784674,0.38283192589122994,1.8836869646395417e-05
